supplier_id,company_name,classification,ownership_percentage,distance_from_mine_km,registration_date,primary_category,secondary_category,annual_revenue_usd,certification_status,contact_person,phone,email,address,tax_id,employees_count,founded_year,website
SUP0284,Ashanti Technical,Local-Local,89.5,14.5,2014-11-26,Legal Services,Office Supplies,342096.2,Not Certified,Timothy Martinez,(844)321-1753,apope@example.org,"66572 Kent Fall, North Theresastad, NJ 80979",TIN95268296,5,2014,www.ashantitechnical.com.gh
SUP0285,"Payne, West Africa Limited",Ghanaian Participation,43.7,171.3,2024-06-09,Equipment Rental,Civil Works,4746359.81,Certified,Cheryl Johnson,7884235130,christopherholt@example.org,"15847 Graham Locks Apt. 423, Suzanneville, OR 77516",TIN72937522,24,2024,www.paynewestafrica.com.gh
SUP0286,Golden Supplies Co Ltd,Local-Local,88.2,16.5,2011-03-16,Environmental Services,Office Supplies,352696.31,Certified,Robert Mckay,767.769.4591x9663,colepamela@example.net,"9856 Danny Valleys Suite 625, North Jason, MN 49255",TIN57236885,6,2011,www.goldensuppliesco.com.gh
SUP0287,Chan Ghana Limited,Ghanaian Participation,31.8,295.4,2023-02-13,Civil Works,Civil Works,6304519.78,Certified,Michael Love,579.553.8164,hoffmanjennifer@example.net,"655 James Unions Suite 704, Wilsonmouth, GA 79331",TIN17635653,52,2023,www.changhana.com.gh
SUP0288,Garza-Young West Africa Limited,Ghanaian Participation,24.0,143.1,2009-11-28,Catering Services,Laboratory Services,9541007.01,,Albert Logan,001-207-742-6088,jonescody@example.com,"5618 Snyder Causeway Suite 477, Port Nathanielville, AK 29863",TIN92545028,142,2009,www.garza-youngwestafrica.com.gh
SUP0289,Ashanti Mining Services,Ghanaian Owned,72.3,25.9,2021-02-24,Civil Works,Office Supplies,467015.9,Not Certified,Adam Garcia,663-321-3580x04010,mark96@example.com,"712 Atkins Terrace, Walshville, NC 69653",TIN15505975,7,2021,www.ashantiminingservices.com.gh
SUP0290,Lane West Africa Ltd,Ghanaian Participation,42.1,179.5,2022-03-05,Training Services,Fuel & Lubricants,3043047.25,Pending,Douglas Barton MD,,lewisellen@example.com,"1539 Hodges Inlet, Rioshaven, CT 17548",TIN77292380,33,2022,www.lanewestafrica.com.gh
SUP0291,Kumasi Services,Local-Local,83.2,7.2,2024-03-21,Security Services,Training Services,397381.7,Not Certified,Jack Hester,+1-483-963-1462x491,mcgeejohn@example.com,"8754 Sara Corner, Ryanberg, MO 66324",TIN21318464,4,2024,www.kumasiservices.com.gh
SUP0292,West Africa Supplies Limited,Local-Local,94.3,7.5,2017-08-27,Transportation & Logistics,Consulting Services,241614.06,Not Certified,Gene Alexander,(910)866-3436x294,maldonadodebbie@example.org,"94318 Joshua River, Myersville, IN 96697",TIN68754920,3,2017,www.westafricasupplies.com.gh
SUP0293,"Adams, Harris and Floyd Ghana Limited",Ghanaian Registered,11.2,275.4,2023-12-19,Equipment Parts,Equipment Parts,4066177.89,Not Certified,Dwayne Carlson,001-401-728-9743x2512,athomas@example.net,"24120 Montes Prairie Apt. 737, North Lorishire, TX 38598",TIN31306555,36,2023,www.adamsharrisandfloydghana.com.gh
SUP0294,Brong Logistics Co Ltd,Ghanaian Owned,92.3,136.4,2010-12-21,Electrical Services,Mechanical Services,1472183.84,Pending,Kelly Jackson,(611)945-7758,michael05@example.com,"48026 Donna Divide Suite 703, Howardland, ID 50017",TIN90246882,25,2010,www.bronglogisticsco.com.gh
SUP0295,Ahafo Supplies Co Ltd,Local-Local,95.6,19.3,2015-08-20,Catering Services,Training Services,801532.23,,Tracie Wiley,+1-287-782-4556x96443,hamiltonspencer@example.com,"2728 Hanson Shores, West Tommy, CA 39131",TIN84888554,7,2015,www.ahafosuppliesco.com.gh
SUP0296,Chavez West Africa Limited,Ghanaian Participation,27.0579,272.1,2020-05-28,Environmental Services,Financial Services,3000015.68,Not Certified,Kevin Brown,306-650-0425x4882,wendygonzalez@example.net,"PSC 4307, Box 5366, APO AA 13364",TIN90893133,29,2020,www.chavezwestafrica.com.gh
SUP0297,Mora-Harper Ghana Ltd,Ghanaian Registered,18.0,398.8,2011-02-02,Training Services,Catering Services,23952327.0,Not Certified,Jeffrey Liu,001-623-342-6834,ashley78@example.org,"28758 Mcdonald Meadow Suite 667, New Anthonychester, CO 99572",TIN99068509,444,2011,www.mora-harperghana.com.gh
SUP0298,Kumasi Logistics Co Ltd,Ghanaian Owned,92.1,165.2,2022-10-03,Laboratory Services,Accounting Services,825449.55,Not Certified,Terry Buchanan,001-885-429-8940,dsantiago@example.net,"04159 Lynn Port, Vaughnton, DE 97556",TIN62607710,4,2022,www.kumasilogisticsco.com.gh
SUP0299,"Craig, Stevenson and Brown Ghana Ltd",Ghanaian Registered,7.2,335.1,2016-12-16,Fuel & Lubricants,Accounting Services,17393996.04,Certified,Charles Yang,,wrightdale@example.org,"0146 Mcgrath Viaduct Apt. 849, Villarrealville, NE 19669",TIN51551377,167,2016,www.craigstevensonandbrownghana.com.gh
SUP0300,West Africa Solutions Co Ltd,Local-Local,82.7,13.3,2019-03-03,Equipment Rental,Legal Services,549405.28,Not Certified,Cathy Cardenas,+1-632-888-3774x41975,gwolfe@example.com,"04719 Smith Hollow Apt. 970, Sydneymouth, FM 95274",TIN80651318,8,2019,www.westafricasolutionsco.com.gh
SUP0301,Asante Supplies,Local-Local,88.8,18.0,2020-09-20,Equipment Parts,Waste Management,460660.66,Certified,Adam Moore,483.658.6812x25957,sandra17@example.com,"USNS Johnston, FPO AP 86865",TIN58667035,6,2020,www.asantesupplies.com.gh
SUP0302,"Green, West Africa Ltd",Ghanaian Participation,28.8,160.8,2023-04-22,IT Services,Training Services,3947188.41,,Lauren Gallegos,700-523-1177,danielgilmore@example.net,"09410 Scott Landing Apt. 251, Grayshire, OH 26680",TIN35770506,59,2023,www.greenwestafrica.com.gh
SUP0303,King Ghana Ltd,Ghanaian Participation,37.1,143.3,2016-05-12,Equipment Rental,Catering Services,7056992.05,Pending,Courtney Harmon,(383)719-0130x20569,faithrosario@example.net,"39785 Montgomery Points Apt. 176, Sawyershire, CO 17172",TIN23574883,51,2016,www.kingghana.com.gh
SUP0304,"Evans, Wilson and Hall Ghana Ltd",Ghanaian Registered,12.7,279.8,2020-08-12,Legal Services,Training Services,14449169.82,Not Certified,Erin Walker,646-851-2418x9389,gardnerpatricia@example.net,"005 Green Isle Apt. 238, Sandraton, IA 65192",TIN27589104,220,2020,www.evanswilsonandhallghana.com.gh
SUP0305,Shaffer PLC Ghana Limited,Ghanaian Registered,0.5,151.4,2020-12-08,Equipment Rental,Maintenance Services,8000068.17,Certified,Michele Cannon,,garciatyler@example.org,"4300 Kim Valleys Apt. 896, New Timothyfurt, WI 49945",TIN93851247,58,2020,www.shafferplcghana.com.gh
SUP0306,"Martinez, Miles and Dunn",International,0.0,3076.7,2011-02-04,Maintenance Services,Financial Services,90353149.65,Pending,Bruce Gilbert,,marksjohn@example.org,"2405 Morrison Gardens, Davidfurt, NJ 86691",TIN15864298,541,2011,www.company305.com
SUP0307,Douglas West Africa Limited,Ghanaian Participation,19.2,278.9,2021-11-07,Legal Services,Financial Services,4973431.98,Certified,Joshua Simpson,001-353-274-5843x8458,rachel97@example.com,"348 David Stream, North Tiffany, UT 58209",TIN69619341,90,2021,www.douglaswestafrica.com.gh
SUP0308,Ashanti Engineering,Ghanaian Owned,56.9357,60.1,2014-10-17,Consulting Services,Safety Equipment,4094038.11,Certified,Jordan Wilson,204.849.6410x4967,owallace@example.org,"040 Pineda Rest Suite 493, West Jessicachester, VI 56540",TIN51536077,41,2014,www.ashantiengineering.com.gh
SUP0309,"Mcfarland, Goodwin and Aguirre Ghana Limited",Ghanaian Registered,1.3,392.6,2022-01-10,IT Services,Waste Management,2251474.27,Not Certified,Tiffany Randolph,287-669-9842x6732,christopher38@example.com,"94544 David Port Suite 427, Smithtown, NH 05351",TIN86560394,19,2022,www.mcfarlandgoodwinandaguirreghana.com.gh
SUP0310,Golden Industries Co Ltd,Ghanaian Owned,71.6,72.0,2019-04-15,Electrical Services,Equipment Parts,3215493.41,Not Certified,Karen Richard,360.991.4985,jonathanbuchanan@example.com,"22903 Diamond Ferry, Rileyton, OH 94526",TIN66191704,29,2019,www.goldenindustriesco.com.gh
SUP0311,Brown Ghana Ltd,Ghanaian Participation,41.9,131.6,2013-08-28,Fuel & Lubricants,Equipment Rental,4624519.23,Pending,Vanessa Smith DVM,(380)593-5118x718,markwatson@example.net,"2059 Rogers Lodge Suite 749, East Michealport, FL 77994",TIN17003454,34,2013,www.brownghana.com.gh
SUP0312,Volta Industries Co Ltd,Local-Local,98.0,19.6,2015-08-24,Safety Equipment,Security Services,175514.71,Not Certified,Lee Morton,889.353.6902x61139,lawsondonna@example.net,"94353 Hall Island Apt. 376, Christopherside, NY 10520",TIN79244185,1,2015,www.voltaindustriesco.com.gh
SUP0313,Asante Engineering Ltd,Local-Local,91.6,13.1,2023-08-03,Maintenance Services,Environmental Services,62583.5,Pending,Martha Jacobs,663.792.8369x294,david66@example.net,"Unit 9732 Box 7021, DPO AA 35022",TIN78901038,1,2023,www.asanteengineering.com.gh
SUP0314,"Dawson, Harrison and Garcia",International,0.3529,3718.3,2007-09-22,Equipment Rental,Mechanical Services,122841570.65,Certified,Sandra Johnson,(812)588-6652,david59@example.net,"57676 Todd Squares, Lake Isaac, WI 77775",TIN39801436,1192,2007,www.company313.com
SUP0315,"Miller, Huang and Watkins Ghana Limited",Ghanaian Registered,10.8,352.0,2022-09-08,Waste Management,Construction Services,10033977.28,Pending,Matthew Gray,828.694.1347x509,,"8499 Garcia Haven, North Keith, NM 58030",TIN17148018,122,2022,www.millerhuangandwatkinsghana.com.gh
SUP0316,Mcclure LLC Ghana Limited,Ghanaian Registered,16.8,208.4,2008-02-16,Equipment Parts,Waste Management,5899244.97,Certified,Deanna Obrien,234-221-3882,adamwall@example.org,"678 Mariah Hill Apt. 176, Bakerberg, KY 96397",TIN61830338,113,2008,www.mcclurellcghana.com.gh
SUP0317,"Wilson, Ghana Limited",Ghanaian Participation,17.3146,191.9,2019-06-04,Consulting Services,Construction Services,6269898.93,,Monica Murphy,254.278.1506x18538,,"2727 Anderson Roads Apt. 830, Jonesside, RI 27835",TIN23298711,111,2019,www.wilsonghana.com.gh
SUP0318,Volta Logistics Limited,Ghanaian Owned,58.3,174.5,2012-06-02,Equipment Rental,Transportation & Logistics,3004721.24,Pending,Amanda Watts,+1-969-835-7824x347,amy41@example.org,"7536 Gregory Island Apt. 562, Larsenfort, PA 54503",TIN73411827,50,2012,www.voltalogistics.com.gh
SUP0319,Kumasi Industries,Ghanaian Owned,62.2024,189.3,2020-12-17,Fuel & Lubricants,Construction Services,1823066.59,Certified,Alyssa Adams,960.885.4566,dgreen@example.com,"0476 Ashley Expressway, Port Colleen, RI 80553",TIN12550658,16,2020,www.kumasiindustries.com.gh
SUP0320,Tema Construction Limited,Ghanaian Owned,73.9,116.3,2024-06-04,Safety Equipment,Financial Services,2002992.88,Not Certified,Larry Smith,001-506-415-5810x8358,oheath@example.com,"6383 Barry Brooks Apt. 867, East Justintown, IN 83280",TIN80836292,14,2024,www.temaconstruction.com.gh
SUP0321,"Wright, West Africa Ltd",Ghanaian Participation,28.3,137.8,2022-08-26,Medical Services,Consulting Services,6228360.24,Pending,Mary Anderson,001-841-511-8600x8921,kristen68@example.net,"3149 Bennett Meadow Apt. 368, Timothyside, NY 32563",TIN26354208,104,2022,www.wrightwestafrica.com.gh
SUP0322,Smith-Crawford Ghana Ltd,Ghanaian Registered,12.2622,101.9,2021-07-02,Consulting Services,Mechanical Services,13428256.55,Not Certified,Jake Payne,973-390-6375,martin11@example.net,"312 Jensen Mountains Apt. 074, Collinsmouth, MP 20242",TIN93592219,209,2021,www.smith-crawfordghana.com.gh
SUP0323,Morris PLC Ghana Limited,Ghanaian Registered,9.5,302.3,2021-07-17,Catering Services,Security Services,7946652.27,Pending,Shelby Adams,987.387.5357,simmonschris@example.org,"123 Kane Crescent, South Tylerhaven, NM 18833",TIN90092958,45,2021,www.morrisplcghana.com.gh
SUP0324,West Africa Services Limited,Ghanaian Owned,52.5,121.5,2013-09-22,Accounting Services,Equipment Rental,3598899.51,Pending,Kimberly Ross,516-744-8595x9224,thomas35@example.net,"87056 Edward Cliff, West Jacquelineborough, UT 12801",TIN67611469,43,2013,www.westafricaservices.com.gh
SUP0325,"Ellis, Davis and Weber",International,0.0,3980.2,2013-08-27,Construction Services,Fuel & Lubricants,85761858.29,Pending,Andrea Fields,750.834.4694,ann31@example.net,"2491 Laura Radial, Riverashire, PA 36839",TIN42287985,590,2013,www.company324.com
SUP0326,"Savage, Barnett and Kennedy Ghana Limited",Ghanaian Registered,15.5,171.1,2013-07-24,Maintenance Services,Legal Services,18745259.65,Not Certified,Richard Hays,292-422-7051,ecoleman@example.com,"86667 Collins Pike, Alyssaborough, GA 83570",TIN21490910,311,2013,www.savagebarnettandkennedyghana.com.gh
SUP0327,Dawson-Larsen West Africa Ltd,Ghanaian Participation,19.4,136.3,2022-05-19,Equipment Parts,Safety Equipment,4505223.93,,Katherine Mccormick,+1-518-865-2057x56398,harold03@example.com,"94515 Shaw Bridge, Arthurview, SD 63249",TIN78131950,35,2022,www.dawson-larsenwestafrica.com.gh
SUP0328,Williams-Dominguez Ghana Ltd,Ghanaian Registered,5.9,285.9,2010-03-20,Electrical Services,Supplies & Materials,24710782.3,Certified,Mario Maddox,2797772781,salazarjennifer@example.net,"61070 Davis Plains, Tonyaborough, SD 80979",TIN95318289,388,2010,www.williams-dominguezghana.com.gh
SUP0329,"Smith, West Africa Limited",Ghanaian Participation,38.2,205.7,2019-03-26,Environmental Services,Financial Services,3156252.17,Certified,Michael Bullock,001-458-606-6013,thompsonbradley@example.net,"04485 Matthew Port Apt. 971, North Ianland, HI 42116",TIN57928328,62,2019,www.smithwestafrica.com.gh
SUP0330,Asante Logistics Limited,Ghanaian Owned,74.8,197.3,2017-02-04,Financial Services,Legal Services,927436.92,Not Certified,Tracy Wang,6352713432,lmccarthy@example.com,"3343 Tiffany Green Suite 417, Bethstad, WI 84626",TIN23913528,9,2017,www.asantelogistics.com.gh
SUP0331,Ashanti Logistics Limited,Ghanaian Owned,70.7,184.8,2012-10-24,Transportation & Logistics,Waste Management,3193841.74,Not Certified,Sandra Mcdaniel,(709)662-8936,,"83437 Johnson Crescent Apt. 727, Nathanfurt, TN 77622",TIN55439043,59,2012,www.ashantilogistics.com.gh
SUP0332,Morris Inc Ghana Ltd,Ghanaian Registered,16.6181,327.1,2021-01-15,Legal Services,Civil Works,10972821.73,Not Certified,Sheila Smith,(975)851-2542x78207,,"6403 Robert Trail Suite 969, East Williamport, FM 78731",TIN74227366,113,2021,www.morrisincghana.com.gh
SUP0333,Volta Trading Limited,Local-Local,95.1,8.1,2016-01-22,Catering Services,Accounting Services,267568.61,Pending,Terri Gonzalez,001-922-850-1425,stevenhopkins@example.org,"1233 Davis Gardens Apt. 850, Mooreville, NJ 72568",TIN14963880,1,2016,www.voltatrading.com.gh
SUP0334,Tema Construction Ltd,Local-Local,94.7,13.8,2015-10-26,IT Services,Transportation & Logistics,222799.11,Pending,Melissa Durham,+1-867-331-6252x65469,tracy90@example.org,"55580 Melendez Rue, East Vincent, AZ 28187",TIN51617680,2,2015,www.temaconstruction.com.gh
SUP0335,West Africa Solutions,Local-Local,80.9,6.2,2016-04-27,Environmental Services,Transportation & Logistics,912304.21,Not Certified,Brandon Cruz,(862)444-6704,raymondholmes@example.org,"1602 Anderson Parkways, Parkstown, NM 86198",TIN35649468,10,2016,www.westafricasolutions.com.gh
SUP0336,Tema Logistics Ltd,Local-Local,86.5,1.3,2016-11-05,Laboratory Services,Training Services,178644.16,Pending,Jennifer Wise,464-819-7857x5851,fberg@example.org,"89760 Campbell Crossing Suite 750, Johnnymouth, TX 39317",TIN26706752,1,2016,www.temalogistics.com.gh
SUP0337,Daniels and Sons,International,0.0,4530.6,2007-01-08,Waste Management,Mechanical Services,36696150.8,,Jason Griffin,409-415-0863x2181,rjordan@example.com,"Unit 9389 Box 7015, DPO AA 05519",TIN69020451,496,2007,www.company336.com
SUP0338,Lynch Ltd Ghana Limited,Ghanaian Registered,5.9,381.5,2014-07-26,Training Services,Maintenance Services,3126761.12,Pending,Sonia Reyes,001-615-646-6024x1613,heatherwilliams@example.net,"2480 Browning Springs Suite 406, North Kimberly, TN 17509",TIN76776459,37,2014,www.lynchghana.com.gh
SUP0339,Adams-George West Africa Limited,Ghanaian Participation,19.1,203.5,2006-09-10,Catering Services,Financial Services,12193400.2,Pending,Emily Walker,,jalvarez@example.org,"7277 Amanda Extension Suite 460, Lake Tommystad, CO 27705",TIN20593403,127,2006,www.adams-georgewestafrica.com.gh
SUP0340,Ghana Technical Limited,Local-Local,96.1,8.9,2019-01-06,Safety Equipment,Medical Services,435466.51,Pending,Kendra Torres,,yfritz@example.net,"63319 White Estate, Piercestad, WV 29042",TIN23770458,7,2019,www.ghanatechnical.com.gh
SUP0341,Lester-Ramirez Ghana Ltd,Ghanaian Participation,42.9,146.2,2022-05-24,Legal Services,Medical Services,6285050.81,Pending,Lorraine Beck,+1-858-688-6367x74722,patelmatthew@example.com,"9666 Dana River, East Chelsea, NY 11053",TIN69849800,34,2022,www.lester-ramirezghana.com.gh
SUP0342,"Duncan, West Africa Ltd",Ghanaian Participation,29.0,151.9,2011-11-18,Accounting Services,Civil Works,8877589.64,Pending,Carol Garrett,+1-915-509-6883x27532,david10@example.org,"97327 Linda Villages Suite 237, North Kaitlynchester, VI 68627",TIN70012727,59,2011,www.duncanwestafrica.com.gh
SUP0343,Ahafo Logistics,Ghanaian Owned,77.8876,189.2,2021-03-17,Environmental Services,Laboratory Services,897457.56,Certified,Shannon Jones MD,781-898-0770x460,hpatterson@example.org,"125 Douglas Divide Apt. 734, West Dawnland, NH 93441",TIN20071854,8,2021,www.ahafologistics.com.gh
SUP0344,Goodwin-Sherman West Africa Limited,Ghanaian Participation,27.5,274.8,2023-01-03,Equipment Parts,Financial Services,4516246.77,,Michael Rivera,749.749.0228x403,kristopher29@example.net,"422 Catherine Walks Suite 430, New Kevin, OR 02082",TIN31473054,49,2023,www.goodwin-shermanwestafrica.com.gh
SUP0345,Ahafo Trading,Ghanaian Owned,59.0,52.4,2021-04-13,Transportation & Logistics,Equipment Rental,1640372.95,Certified,Nathan Mcgee,467.992.5298x58567,timothyjames@example.net,"USNV Walker, FPO AE 29901",TIN41674763,32,2021,www.ahafotrading.com.gh
SUP0346,Ramirez Ltd Ghana Limited,Ghanaian Registered,5.2,193.9,2007-08-07,Waste Management,Electrical Services,18786578.66,Not Certified,Marie Kelly,390.683.3506x158,wallerbrian@example.net,"2337 Billy Rest, Andrealand, WA 25406",TIN14346684,305,2007,www.ramirezghana.com.gh
SUP0347,"Rivas, Brown and Leach Ghana Ltd",Ghanaian Registered,10.6,303.2,2012-12-02,Legal Services,Civil Works,13394190.41,Pending,Amy Perez,001-597-971-8051,ramosthomas@example.org,"749 Bonnie Wall, Lake Oliviaborough, OR 83722",TIN59930790,153,2012,www.rivasbrownandleachghana.com.gh
SUP0348,Golden Enterprise Limited,Local-Local,87.6,23.0,2019-02-15,Equipment Parts,Waste Management,445590.58,Pending,Joy Smith,001-569-747-2587x84448,,"0587 Martin Circles, Chambersville, VI 58591",TIN52196099,2,2019,www.goldenenterprise.com.gh
SUP0349,Volta Engineering Limited,Ghanaian Owned,62.831,26.1,2010-04-04,Security Services,Construction Services,1478682.35,Not Certified,Michael Carson,913.334.8458,sara39@example.net,"62292 Frye Mountains, Chanview, IN 34953",TIN34970946,10,2010,www.voltaengineering.com.gh
SUP0350,Michael-Davenport Ghana Limited,Ghanaian Registered,7.6,285.8,2018-11-10,Equipment Parts,Electrical Services,12158128.71,Not Certified,Eric Acosta,001-457-946-9660x6065,andrew33@example.net,"0566 Grant Streets Apt. 398, Gatesville, CA 32369",TIN25805613,231,2018,www.michael-davenportghana.com.gh
SUP0351,Nguyen West Africa Limited,Ghanaian Participation,17.2,205.7,2020-05-15,Accounting Services,Civil Works,6146410.84,Certified,Leslie Crane,3672349960,joshua57@example.com,"156 Morgan Radial, Audreyside, CO 57944",TIN92124765,71,2020,www.nguyenwestafrica.com.gh
SUP0352,Murphy PLC,International,0.0,4087.4,2015-09-14,Medical Services,Accounting Services,64422788.18,Pending,Debbie Schmidt,,ericapadilla@example.com,"16667 Marie Circle, Allenchester, AZ 66589",TIN36867482,479,2015,www.company351.com
SUP0353,Tyler-Vasquez Ghana Ltd,Ghanaian Registered,4.7,107.1,2018-07-23,Equipment Rental,Catering Services,2276924.36,Pending,Madison Navarro,001-918-518-2819,wangryan@example.com,"512 Gibson Tunnel, Prestonfurt, OK 39011",TIN33173544,18,2018,www.tyler-vasquezghana.com.gh
SUP0354,Golden Enterprise Co Ltd,Ghanaian Owned,69.5,26.7,2012-05-27,Legal Services,Waste Management,514821.5,Not Certified,Ronald Smith,956.524.3958,patricia92@example.org,"2108 Kimberly Plains, Stephaniemouth, VI 41832",TIN18715975,7,2012,www.goldenenterpriseco.com.gh
SUP0355,West Africa Mining Services Co Ltd,Local-Local,88.0,24.4,2011-10-27,Medical Services,Maintenance Services,696683.02,Not Certified,Mary Harris,(364)833-5027,wallacejulie@example.net,"7633 Lawrence Crossing, East Williamshire, VA 68199",TIN95590648,5,2011,www.westafricaminingservicesco.com.gh
SUP0356,Martin and Sons Ghana Ltd,Ghanaian Registered,1.9,223.1,2016-01-17,Waste Management,Equipment Parts,3664567.45,Certified,John Jacobs,001-256-233-1857x4817,zlara@example.org,"64316 Smith Harbor Suite 023, New Albert, NC 20916",TIN26288992,36,2016,www.martinandsonsghana.com.gh
SUP0357,Accra Trading Limited,Local-Local,97.4,3.0,2023-10-07,Supplies & Materials,Construction Services,87658.63,Pending,John Williams,+1-434-759-6262x282,buchanananthony@example.org,"9500 Johnson Mountains Apt. 260, Farmerhaven, GA 21232",TIN84359498,1,2023,www.accratrading.com.gh
SUP0358,Smith West Africa Limited,Ghanaian Participation,16.5,193.0,2010-11-23,Safety Equipment,Equipment Rental,4245451.47,Not Certified,William Rodriguez,776.787.2904x7742,woodskaitlyn@example.net,"223 Julia Stravenue, Campbellville, IA 30152",TIN21571646,64,2010,www.smithwestafrica.com.gh
SUP0359,Lopez-Hopkins,International,0.0,755.1,2009-03-23,Catering Services,Medical Services,53565551.39,Pending,William Barnett,489.242.5652x90603,cynthiaconley@example.org,"97753 Hayes Forest Suite 948, Wilsonview, SD 67936",TIN74245343,518,2009,www.company358.com
SUP0360,Rogers-Stafford West Africa Limited,Ghanaian Participation,14.9,77.8,2011-06-20,Office Supplies,Catering Services,8575745.86,Certified,Robert Freeman,+1-271-458-4156,perezstephen@example.org,"54768 Tammy Parkways Apt. 683, Port Erin, WI 02692",TIN52550733,62,2011,www.rogers-staffordwestafrica.com.gh
SUP0361,Volta Enterprise,Ghanaian Owned,83.5,88.1,2019-04-12,Civil Works,Legal Services,3274974.35,Not Certified,Patrick Fox,001-329-488-0858x38252,meganpotter@example.org,"40646 English Mountain Suite 240, West Jeanetteport, IL 96637",TIN56239991,55,2019,www.voltaenterprise.com.gh
SUP0362,"Wheeler, Jones and Fischer Ghana Ltd",Ghanaian Registered,13.2,273.3,2024-05-02,Safety Equipment,Laboratory Services,7983878.43,Not Certified,John Martin,362.566.9335,donald61@example.net,"72450 Abigail Pine, Port Courtneyfort, IN 87063",TIN34422678,117,2024,www.wheelerjonesandfischerghana.com.gh
SUP0363,Evans-Martinez Ghana Limited,Ghanaian Participation,10.9,157.4,2006-11-23,Equipment Parts,Transportation & Logistics,8247773.69,Certified,Jordan Jones,001-354-306-4176x92743,john76@example.com,"4485 Estrada Glen, Christopherville, VT 64142",TIN79538491,102,2006,www.evans-martinezghana.com.gh
SUP0364,Willis Ghana Limited,Ghanaian Participation,17.8,213.0,2015-07-02,Maintenance Services,Maintenance Services,1569647.74,Pending,Mary Garcia,001-378-399-6986x09191,michaelchambers@example.net,"057 Berry Pike Apt. 660, New Henry, SC 43618",TIN40262109,30,2015,www.willisghana.com.gh
SUP0365,Carter Group,International,0.0,1107.9,2008-10-27,Waste Management,Equipment Parts,65504544.08,Pending,Monica Atkinson,555-753-4705x742,xmullins@example.org,"5983 Poole Courts, Lake Richardfort, SC 24905",TIN20584397,598,2008,www.company364.com
SUP0366,Tema Construction Co Ltd,Ghanaian Owned,84.8,64.6,2021-10-08,Equipment Rental,Laboratory Services,1944932.0,Pending,Christina Chase,,emontgomery@example.org,"2585 Anderson Lights Apt. 499, West Yvonnemouth, GU 05845",TIN92467167,15,2021,www.temaconstructionco.com.gh
SUP0367,Kelley Ltd,International,0.0087,1049.0,2023-11-27,Safety Equipment,Catering Services,23636940.15,Not Certified,Allison Walker DDS,233.973.2043,jperry@example.net,"969 Francis Squares, Lindaview, NE 49027",TIN96031876,283,2023,www.company366.com
SUP0368,Mccullough-Giles,International,0.0,561.6,2007-04-07,Maintenance Services,Office Supplies,52215828.63,Not Certified,Howard Rubio,,jenniferrobbins@example.net,"Unit 3749 Box 0797, DPO AA 77972",TIN30695604,781,2007,www.company367.com
SUP0369,Kumasi Supplies Co Ltd,Ghanaian Owned,93.5,33.8,2021-05-28,Office Supplies,Transportation & Logistics,350909.86,Certified,Troy Jackson,+1-378-605-7215,stacey09@example.com,"3748 Rivera Port, Thomasside, TX 77423",TIN20901547,2,2021,www.kumasisuppliesco.com.gh
SUP0370,Ahafo Supplies Co Ltd,Local-Local,96.0,21.7,2015-08-06,Laboratory Services,IT Services,749559.46,Not Certified,Adam Lynch,001-459-411-9186x233,bankstroy@example.org,"9666 Taylor Junctions, North Larry, HI 93203",TIN65913331,12,2015,www.ahafosuppliesco.com.gh
SUP0371,Ashanti Supplies Ltd,Local-Local,93.5,17.3,2011-06-03,Supplies & Materials,Laboratory Services,399637.43,Not Certified,David Davis,263-235-1571x840,cody08@example.org,"0995 Stephanie Field Suite 283, Collinberg, PA 49543",TIN48879071,2,2011,www.ashantisupplies.com.gh
SUP0372,Volta Engineering,Local-Local,88.8,2.0,2021-01-13,Consulting Services,Legal Services,628460.25,Pending,Stephanie Mccarthy,001-428-427-0908x14415,jimenezcarrie@example.net,"PSC 7867, Box 1815, APO AE 48433",TIN49920898,7,2021,www.voltaengineering.com.gh
SUP0373,Golden Enterprise Ltd,Local-Local,90.0,8.6,2020-04-23,Maintenance Services,Civil Works,584122.65,Pending,Tyler Henry,(805)507-9181x5899,luke73@example.com,"USCGC Powell, FPO AA 11299",TIN74995086,6,2020,www.goldenenterprise.com.gh
SUP0374,Johnson-Garcia Ghana Limited,Ghanaian Registered,5.1,103.9,2013-11-20,IT Services,Training Services,12996077.74,Not Certified,Lisa Torres,001-240-280-3149x98250,paul58@example.org,"882 Maldonado Cape Apt. 172, Lake Luke, VT 27188",TIN29282885,183,2013,www.johnson-garciaghana.com.gh
SUP0375,Brong Logistics Co Ltd,Local-Local,87.8,6.8,2016-01-20,Electrical Services,Equipment Rental,220988.94,Pending,Kenneth Austin Jr.,(431)440-3526x3560,christyscott@example.com,"46066 Ramirez Field Suite 490, Williamsmouth, DC 87396",TIN79119463,1,2016,www.bronglogisticsco.com.gh
SUP0376,West Africa Enterprise Co Ltd,Ghanaian Owned,53.9,181.0,2012-01-26,Consulting Services,Civil Works,1831779.38,Certified,Andrea Wilson,(671)628-5246,melissa41@example.org,"87328 Taylor Coves, East Benjaminfurt, HI 11459",TIN45899440,28,2012,www.westafricaenterpriseco.com.gh
